parse_timestamp,event_name,event_time,odds_1,odds_x,odds_2,odds_1x,odds_12,odds_x2,fora_1,fora_2,total_value,total_over,total_under
08.10.2025 17:29:08,Чикаго — Монреаль,12.10.2025 02:00,2.80,4.20,2.20,1.67,1.23,1.45,2.13,1.70,5.5,1.90,1.90
08.10.2025 17:29:08,Питтсбург — Рейнджерс,12.10.2025 02:00,2.65,4.30,2.30,1.62,1.22,1.48,2.05,1.78,5.5,1.80,2.00
08.10.2025 17:29:08,Миннесота — Коламбус,12.10.2025 03:00,1.80,4.70,3.55,1.30,1.19,2.00,1.90,1.90,5.5,1.80,2.00
08.10.2025 17:29:08,Нэшвилл — Юта,12.10.2025 03:00,2.20,4.40,2.65,1.48,1.20,1.67,1.75,2.05,5.5,1.70,2.13
08.10.2025 17:29:08,Колорадо — Даллас,12.10.2025 04:00,2.25,4.30,2.65,1.48,1.22,1.65,1.78,2.05,5.5,1.75,2.07
08.10.2025 18:27:21,Сиэтл — Вегас,12.10.2025 05:00,2.75,4.30,2.17,1.70,1.22,1.45,2.13,1.70,5.5,1.75,2.10
08.10.2025 18:27:21,Эдмонтон — Ванкувер,12.10.2025 05:00,2.00,4.50,3.00,1.40,1.20,1.80,2.25,1.65,5.5,1.65,2.25
08.10.2025 18:27:21,Сан-Хосе — Анахайм,12.10.2025 05:00,2.40,4.30,2.50,1.53,1.22,1.57,1.85,1.95,5.5,1.70,2.15
13.10.2025 01:37:08,Рейнджерс — Вашингтон,13.10.2025 02:00,2.55,4.30,2.50,1.53,1.22,1.50,1.92,1.88,5.5,1.70,2.13
13.10.2025 01:37:08,Баффало — Колорадо,13.10.2025 19:30,3.10,4.50,1.98,1.82,1.20,1.37,1.68,2.20,5.5,2.15,1.70
13.10.2025 01:37:08,Айлендерс — Виннипег,13.10.2025 20:00,2.40,4.50,2.40,1.57,1.20,1.57,1.90,1.90,5.5,1.85,1.95
13.10.2025 01:37:08,Бостон — Тампа-Бэй,13.10.2025 20:00,3.10,4.40,2.00,1.80,1.20,1.37,1.67,2.20,5.5,1.72,2.12
13.10.2025 01:37:08,Оттава — Нэшвилл,13.10.2025 20:00,1.90,4.50,3.30,1.33,1.20,1.90,2.10,1.75,5.5,1.80,2.00
13.10.2025 01:37:08,Торонто — Детройт,13.10.2025 21:00,1.85,4.50,3.50,1.30,1.20,1.95,1.98,1.82,5.5,1.65,2.20
13.10.2025 01:37:08,Филадельфия — Флорида,14.10.2025 02:00,2.90,4.20,2.15,1.70,1.23,1.40,2.20,1.65,5.5,1.80,2.00
13.10.2025 01:37:08,Коламбус — Нью-Джерси,14.10.2025 02:00,2.85,4.20,2.15,1.70,1.23,1.42,2.20,1.67,5.5,1.77,2.05
13.10.2025 01:37:08,Ванкувер — Сент-Луис,14.10.2025 02:30,2.12,4.20,2.90,1.40,1.23,1.72,1.65,2.25,5.5,1.85,1.95
13.10.2025 01:37:08,Миннесота — Лос-Анджелес,14.10.2025 03:00,2.47,4.20,2.55,1.53,1.23,1.55,1.87,1.93,5.5,1.92,1.88
13.10.2025 01:37:08,Чикаго — Юта,14.10.2025 03:30,3.20,4.40,1.95,1.85,1.20,1.35,1.70,2.15,5.5,1.73,2.10
13.10.2025 01:37:08,Монреаль — Сиэтл,15.10.2025 02:00,2.25,4.20,2.70,1.47,1.23,1.65,1.75,2.07,5.5,1.75,2.07
13.10.2025 01:37:08,Рейнджерс — Эдмонтон,15.10.2025 02:00,2.30,4.40,2.55,1.50,1.20,1.62,1.82,2.00,5.5,2.05,1.77
13.10.2025 01:37:08,Торонто — Нэшвилл,15.10.2025 02:00,1.90,4.40,3.35,1.33,1.20,1.90,2.03,1.80,5.5,1.75,2.07
13.10.2025 01:37:08,Вашингтон — Тампа-Бэй,15.10.2025 02:00,2.55,4.30,2.30,1.62,1.22,1.50,2.00,1.80,5.5,2.12,1.72
13.10.2025 01:37:08,Калгари — Вегас,15.10.2025 04:00,2.75,4.40,2.15,1.70,1.20,1.45,2.15,1.70,5.5,2.12,1.72
13.10.2025 01:37:08,Даллас — Миннесота,15.10.2025 04:30,2.05,4.40,2.95,1.40,1.20,1.77,2.30,1.62,5.5,1.75,2.07
13.10.2025 01:37:08,Сан-Хосе — Каролина,15.10.2025 05:00,3.70,4.70,1.75,2.10,1.19,1.28,1.90,1.90,5.5,1.70,2.15
13.10.2025 01:37:08,Анахайм — Питтсбург,15.10.2025 05:30,2.50,4.30,2.40,1.57,1.22,1.53,1.95,1.85,5.5,1.65,2.25
15.10.2025 01:01:20,Детройт — Флорида,16.10.2025 02:00,2.90,4.20,2.12,1.72,1.23,1.40,2.20,1.63,5.5,1.80,2.00
15.10.2025 01:01:20,Баффало — Оттава,16.10.2025 02:00,2.50,4.30,2.40,1.57,1.22,1.53,1.90,1.85,5.5,1.70,2.15
15.10.2025 01:01:20,Сент-Луис — Чикаго,16.10.2025 04:30,1.75,4.50,3.90,1.25,1.20,2.10,1.83,1.91,5.5,1.77,2.05
15.10.2025 01:01:20,Юта — Калгари,16.10.2025 04:30,1.77,4.70,3.65,1.28,1.19,2.05,1.85,1.90,5.5,1.75,2.07
15.10.2025 01:01:20,Монреаль — Нэшвилл,17.10.2025 02:00,2.12,4.30,2.90,1.40,1.22,1.72,1.65,2.20,5.5,1.77,2.05
15.10.2025 01:01:20,Коламбус — Колорадо,17.10.2025 02:00,3.45,4.60,1.85,1.95,1.20,1.30,1.80,1.95,5.5,2.13,1.70
15.10.2025 01:01:20,Нью-Джерси — Флорида,17.10.2025 02:00,2.25,4.30,2.65,1.48,1.22,1.65,1.75,2.00,5.5,2.20,1.65
15.10.2025 01:01:20,Оттава — Сиэтл,17.10.2025 02:00,2.25,4.20,2.70,1.47,1.23,1.65,1.73,2.05,5.5,1.80,2.00
15.10.2025 01:01:20,Филадельфия — Виннипег,17.10.2025 02:00,2.75,4.20,2.20,1.67,1.23,1.45,2.10,1.70,5.5,1.77,2.05
15.10.2025 01:01:20,Торонто — Рейнджерс,17.10.2025 02:00,2.30,4.30,2.65,1.48,1.22,1.62,1.75,2.00,5.5,1.70,2.15
15.10.2025 01:01:20,Айлендерс — Эдмонтон,17.10.2025 02:30,2.95,4.40,2.05,1.77,1.20,1.40,1.62,2.25,5.5,2.20,1.65
15.10.2025 01:01:20,Даллас — Ванкувер,17.10.2025 03:00,1.90,4.40,3.35,1.33,1.20,1.90,2.00,1.75,5.5,1.70,2.15
15.10.2025 01:01:20,Лос-Анджелес — Питтсбург,17.10.2025 05:00,1.90,4.40,3.35,1.33,1.20,1.90,2.00,1.75,5.5,1.75,2.07
15.10.2025 01:01:20,Вегас — Бостон,17.10.2025 05:00,1.75,4.80,3.60,1.30,1.18,2.10,1.85,1.90,5.5,1.70,2.15
15.10.2025 01:01:20,Анахайм — Каролина,17.10.2025 05:00,3.30,4.40,1.90,1.90,1.20,1.33,1.75,2.00,5.5,1.75,2.10
17.10.2025 08:18:14,Вашингтон — Миннесота,18.10.2025 02:00,2.33,4.26,2.69,1.48,1.23,1.62,1.75,2.02,5.5,1.83,1.97
17.10.2025 08:18:14,Детройт — Тампа-Бэй,18.10.2025 02:00,3.05,4.30,2.03,1.80,1.22,1.38,1.62,2.20,5.5,1.68,2.18
17.10.2025 08:18:14,Чикаго — Ванкувер,18.10.2025 03:30,3.00,4.50,2.00,1.80,1.20,1.40,1.65,2.20,5.5,1.72,2.13
17.10.2025 08:18:14,Юта — Сан-Хосе,18.10.2025 04:00,1.65,4.70,4.20,1.23,1.19,2.25,1.95,1.80,5.5,1.65,2.25
17.10.2025 08:18:14,Баффало — Флорида,18.10.2025 20:00,3.30,4.40,1.90,1.90,1.20,1.33,1.75,2.00,5.5,1.75,2.07
17.10.2025 08:18:14,Оттава — Айлендерс,18.10.2025 22:00,2.12,4.30,2.90,1.40,1.22,1.72,1.65,2.20,5.5,1.75,2.07
17.10.2025 08:18:14,Нью-Джерси — Эдмонтон,18.10.2025 22:30,2.45,4.30,2.45,1.55,1.22,1.55,1.88,1.88,5.5,2.20,1.65
17.10.2025 08:18:14,Монреаль — Рейнджерс,19.10.2025 02:00,2.35,4.30,2.55,1.50,1.22,1.60,1.80,1.97,5.5,1.70,2.15
17.10.2025 08:18:14,Виннипег — Нэшвилл,19.10.2025 02:00,1.97,4.40,3.15,1.35,1.20,1.83,2.15,1.65,5.5,1.70,2.15
17.10.2025 08:18:14,Торонто — Сиэтл,19.10.2025 02:00,2.00,4.40,3.10,1.37,1.20,1.80,2.17,1.65,5.5,1.68,2.20
17.10.2025 08:18:14,Филадельфия — Миннесота,19.10.2025 02:00,2.75,4.30,2.18,1.68,1.22,1.45,2.10,1.70,5.5,2.20,1.65
17.10.2025 08:18:14,Сент-Луис — Даллас,19.10.2025 02:00,3.30,4.40,1.90,1.90,1.20,1.33,1.75,2.00,5.5,1.75,2.07
17.10.2025 08:18:14,Коламбус — Тампа-Бэй,19.10.2025 02:00,3.10,4.50,1.97,1.83,1.20,1.37,1.67,2.15,5.5,2.12,1.72
17.10.2025 08:18:14,Колорадо — Бостон,19.10.2025 04:00,1.92,4.60,3.15,1.35,1.20,1.88,2.10,1.70,5.5,1.65,2.20
17.10.2025 08:18:14,Лос-Анджелес — Каролина,19.10.2025 04:00,2.60,4.20,2.30,1.62,1.23,1.50,1.97,1.80,5.5,1.75,2.07
17.10.2025 08:18:14,Сан-Хосе — Питтсбург,19.10.2025 05:00,3.10,4.50,1.97,1.83,1.20,1.37,1.67,2.15,5.5,2.05,1.77
17.10.2025 08:18:14,Вегас — Калгари,19.10.2025 05:00,1.70,4.60,4.00,1.25,1.20,2.15,1.98,1.78,5.5,2.20,1.67
17.10.2025 08:18:14,Вашингтон — Ванкувер,19.10.2025 19:30,2.15,4.20,2.85,1.42,1.23,1.70,1.65,2.15,5.5,1.78,2.05
19.10.2025 07:38:56,Вегас — Калгари,59:32,-,-,-,-,-,-,-,-,5.5,9.00,1.03
19.10.2025 07:38:56,Вегас — Калгари,Время не найдено,,,,,,,,,,,
19.10.2025 07:38:56,Детройт — Эдмонтон,19.10.2025 22:00,2.95,4.38,2.13,1.75,1.22,1.40,2.20,1.65,5.5,1.65,2.20
19.10.2025 07:38:56,Юта — Бостон,20.10.2025 02:00,1.80,4.40,3.60,1.30,1.20,2.00,1.95,1.80,5.5,1.75,2.10
19.10.2025 07:38:56,Чикаго — Анахайм,20.10.2025 02:00,2.70,4.20,2.25,1.65,1.23,1.47,2.05,1.72,5.5,1.70,2.15
20.10.2025 09:24:22,Рейнджерс — Миннесота,21.10.2025 02:00,2.24,4.29,2.81,1.45,1.23,1.67,1.70,2.10,5.5,1.83,1.98
20.10.2025 09:24:22,Филадельфия — Сиэтл,21.10.2025 02:00,2.20,4.20,2.75,1.45,1.23,1.67,1.70,2.08,5.5,1.78,2.03
20.10.2025 09:24:22,Монреаль — Баффало,21.10.2025 02:30,2.05,4.30,3.00,1.40,1.22,1.77,2.25,1.60,5.5,1.70,2.15
20.10.2025 09:24:22,Калгари — Виннипег,21.10.2025 04:30,2.95,4.30,2.08,1.75,1.22,1.40,2.25,1.60,5.5,1.80,2.00
20.10.2025 09:24:22,Вегас — Каролина,21.10.2025 05:00,2.35,4.20,2.60,1.50,1.23,1.60,1.80,1.95,5.5,1.68,2.20
21.10.2025 10:06:31,Питтсбург — Ванкувер,22.10.2025 02:00,2.45,4.30,2.45,1.55,1.22,1.55,1.88,1.88,5.5,1.67,2.20
21.10.2025 10:06:31,Вашингтон — Сиэтл,22.10.2025 02:00,1.66,4.86,4.38,1.22,1.18,2.25,2.00,1.75,5.5,1.75,2.10
21.10.2025 10:06:31,Оттава — Эдмонтон,22.10.2025 02:00,2.85,4.30,2.13,1.70,1.22,1.42,2.15,1.65,5.5,1.75,2.10
21.10.2025 10:06:31,Торонто — Нью-Джерси,22.10.2025 02:00,2.30,4.30,2.60,1.50,1.22,1.62,1.77,1.97,5.5,1.75,2.10
21.10.2025 10:06:31,Айлендерс — Сан-Хосе,22.10.2025 02:00,1.72,4.70,3.85,1.25,1.19,2.12,1.85,1.90,5.5,1.65,2.25
21.10.2025 10:06:31,Бостон — Флорида,22.10.2025 02:30,3.05,4.20,2.05,1.77,1.23,1.38,1.60,2.30,5.5,1.87,1.93
21.10.2025 10:06:31,Сент-Луис — Лос-Анджелес,22.10.2025 03:00,2.20,4.20,2.80,1.45,1.23,1.67,1.70,2.10,5.5,1.85,1.95
21.10.2025 10:06:31,Нэшвилл — Анахайм,22.10.2025 03:00,2.18,4.30,2.80,1.45,1.22,1.68,1.68,2.12,5.5,1.73,2.10
21.10.2025 10:06:31,Даллас — Коламбус,22.10.2025 03:00,1.85,4.50,3.45,1.30,1.20,1.95,2.00,1.75,5.5,1.68,2.18
21.10.2025 10:06:31,Юта — Колорадо,22.10.2025 05:00,2.85,4.30,2.15,1.70,1.22,1.42,2.18,1.65,5.5,1.70,2.15
21.10.2025 10:06:31,Нью-Джерси — Миннесота,23.10.2025 02:00,2.03,4.30,3.05,1.38,1.22,1.80,2.20,1.62,5.5,1.77,2.05
21.10.2025 10:06:31,Баффало — Детройт,23.10.2025 02:30,2.35,4.20,2.55,1.50,1.23,1.60,1.80,1.97,5.5,1.75,2.07
21.10.2025 10:06:31,Калгари — Монреаль,23.10.2025 03:30,2.45,4.30,2.45,1.55,1.22,1.55,1.88,1.88,5.5,2.20,1.67
22.10.2025 05:12:02,Тампа-Бэй — Чикаго,24.10.2025 01:45,1.72,4.90,3.70,1.28,1.18,2.12,1.87,1.88,5.5,1.70,2.15
22.10.2025 05:12:02,Флорида — Питтсбург,24.10.2025 02:00,1.83,4.50,3.50,1.30,1.20,1.97,1.90,1.85,5.5,1.70,2.13
22.10.2025 05:12:02,Рейнджерс — Сан-Хосе,24.10.2025 02:00,1.62,4.70,4.50,1.20,1.19,2.30,1.88,1.87,5.5,1.70,2.13
22.10.2025 05:12:02,Айлендерс — Детройт,24.10.2025 02:00,2.20,4.30,2.75,1.45,1.22,1.67,1.70,2.10,5.5,1.78,2.05
22.10.2025 05:12:02,Оттава — Филадельфия,24.10.2025 02:00,2.05,4.50,2.95,1.40,1.20,1.77,2.20,1.62,5.5,2.20,1.67
22.10.2025 05:12:02,Бостон — Анахайм,24.10.2025 02:00,2.35,4.20,2.60,1.50,1.23,1.60,1.80,1.95,5.5,1.80,2.00
22.10.2025 05:12:02,Нэшвилл — Ванкувер,24.10.2025 03:00,2.40,4.20,2.50,1.53,1.23,1.57,1.83,1.92,5.5,1.75,2.05
22.10.2025 05:12:02,Виннипег — Сиэтл,24.10.2025 03:00,1.90,4.40,3.35,1.33,1.20,1.90,2.00,1.75,5.5,1.70,2.13
22.10.2025 05:12:02,Сент-Луис — Юта,24.10.2025 03:00,2.15,4.50,2.75,1.45,1.20,1.70,1.70,2.08,5.5,1.70,2.13
22.10.2025 05:12:02,Даллас — Лос-Анджелес,24.10.2025 04:00,2.10,4.30,2.90,1.40,1.22,1.75,1.65,2.17,5.5,1.75,2.05
22.10.2025 05:12:02,Колорадо — Каролина,24.10.2025 04:00,2.45,4.30,2.45,1.55,1.22,1.55,1.88,1.87,5.5,2.20,1.67
22.10.2025 05:12:02,Эдмонтон — Монреаль,24.10.2025 04:00,1.83,4.60,3.45,1.30,1.20,1.97,1.90,1.85,5.5,2.05,1.77
